A16,A1,A2,A3,A8,A9,A10,A11,A12,A14,A15,A4_0,A4_1,A4_2,A5_0,A5_1,A5_2,A6_0,A6_1,A6_2,A7_0,A7_1,A7_2,A13_0,A13_1,A13_2
1,0,60.92,5.0,4.0,1,1,4,0,00000,99,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,16.08,0.75,1.75,1,1,5,1,00352,690,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,28.17,0.375,0.585,1,1,4,0,00080,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,39.17,1.71,0.125,1,1,5,1,00480,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,-1,20.42,7.5,1.5,1,1,1,0,00160,234,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,30.00,5.29,2.25,1,1,5,1,00099,500,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,1,22.83,3.0,1.29,1,1,1,0,00260,800,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.50,8.5,1.75,1,1,10,0,00080,990,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,28.58,1.665,2.415,1,0,0,1,00440,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,45.17,1.5,2.5,1,0,0,1,00140,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,41.58,1.75,0.21,1,0,0,0,00160,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,57.08,0.335,1.0,1,0,0,1,00252,2197,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,55.75,7.08,6.75,1,1,3,1,00100,50,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,43.25,25.21,0.21,1,1,1,0,00760,90,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,25.33,2.085,2.75,1,0,0,1,00360,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,24.58,0.67,1.75,1,0,0,0,00400,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,43.17,2.25,0.75,1,0,0,0,00560,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,40.92,0.835,0.0,1,0,0,0,00130,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,31.83,2.5,7.5,1,0,0,1,00523,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,33.92,1.585,0.0,1,0,0,0,00320,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,0,24.92,1.25,0.0,1,0,0,0,00080,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,35.25,3.165,3.75,1,0,0,1,00680,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,34.25,1.75,0.25,1,0,0,1,00163,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,80.25,5.5,0.54,1,0,0,0,00000,340,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,19.42,1.5,2.0,1,0,0,1,00100,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,42.75,3.0,1.0,1,0,0,0,00000,200,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,19.67,10.0,0.835,1,0,0,1,00140,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,36.33,3.79,1.165,1,0,0,1,00200,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,30.08,1.04,0.5,1,1,10,1,00132,28,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,44.25,11.0,1.5,1,0,0,0,00000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,23.58,0.46,2.625,1,1,6,1,00208,347,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,23.92,1.5,1.875,1,1,6,0,00200,327,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,33.17,1.0,0.75,1,1,7,1,00340,4071,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,48.33,12.0,16.0,1,0,0,0,00110,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,76.75,22.29,12.75,1,1,1,1,00000,109,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,51.33,10.0,0.0,1,1,11,0,00000,1249,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,34.75,15.0,5.375,1,1,9,1,00000,134,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,38.58,3.335,4.0,1,1,14,0,00383,1344,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,22.42,11.25,0.75,1,1,4,0,00000,321,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,1,41.92,0.42,0.21,1,1,6,0,00220,948,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,29.58,4.5,7.5,1,1,2,1,00330,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,32.17,1.46,1.085,1,1,16,0,00120,2079,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,51.42,0.04,0.04,1,0,0,0,00000,3000,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,0,22.83,2.29,2.29,1,1,7,1,00140,2384,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,25.00,12.33,3.5,1,1,6,0,00400,458,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,26.75,1.125,1.25,1,0,0,0,00000,5298,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,23.33,1.5,1.415,1,0,0,0,00422,200,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,24.42,12.335,1.585,1,0,0,1,00120,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,42.17,5.04,12.75,1,0,0,1,00092,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,20.83,3.0,0.04,1,0,0,0,00100,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,23.08,11.5,2.125,1,1,11,1,00290,284,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,25.17,2.875,0.875,1,0,0,0,00360,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,43.08,0.375,0.375,1,1,8,1,00300,162,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,0,35.75,0.915,0.75,1,1,4,0,00000,1583,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,59.50,2.75,1.75,1,1,5,1,00060,58,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,21.00,3.0,1.085,1,1,8,1,00160,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,1,21.92,0.54,0.04,1,1,1,1,00840,59,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,0,65.17,14.0,0.0,1,1,11,1,00000,1400,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,20.33,10.0,1.0,1,1,4,0,00050,1465,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,32.25,0.165,3.25,1,1,1,1,00432,8000,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,30.17,0.5,1.75,1,1,11,0,00032,540,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,25.17,6.0,1.0,1,1,3,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,39.17,1.625,1.5,1,1,10,0,00186,4700,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,39.08,6.0,1.29,1,1,5,1,00108,1097,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,31.67,0.83,1.335,1,1,8,1,00303,3290,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,41.00,0.04,0.04,0,1,1,0,00560,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,48.50,4.25,0.125,1,0,0,1,00225,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,32.67,9.0,5.25,1,0,0,1,00154,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,0,28.08,15.0,0.0,1,0,0,0,00000,13212,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,73.42,17.75,0.0,1,0,0,1,00000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,1,64.08,20.0,17.5,1,1,9,1,00000,1000,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,1,51.58,15.0,8.5,1,1,9,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,26.67,1.75,1.0,1,1,5,1,00160,5777,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,25.33,0.58,0.29,1,1,7,1,00096,5124,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,30.17,6.5,3.125,1,1,8,0,00330,1200,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,27.00,0.75,4.25,1,1,3,1,00312,150,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,23.17,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,34.17,5.25,0.085,0,0,0,1,00290,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,38.67,0.21,0.085,1,0,0,1,00280,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,25.75,0.75,0.25,1,0,0,0,00349,23,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,46.08,3.0,2.375,1,1,8,1,00396,4159,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,21.50,6.0,2.5,1,1,3,0,00080,918,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,-1,20.08,0.125,1.0,0,1,1,0,00240,768,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,20.50,2.415,2.0,1,1,11,1,00200,3000,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,29.50,0.46,0.54,1,1,4,0,00380,500,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,-1,42.25,1.75,0.0,0,0,0,1,00150,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,29.83,1.25,0.25,0,0,0,0,00224,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,20.08,0.25,0.125,0,0,0,0,00200,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,23.42,0.585,0.085,1,0,0,0,00180,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,29.58,1.75,1.25,0,0,0,1,00280,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,16.17,0.04,0.04,0,0,0,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,32.33,3.5,0.5,0,0,0,1,00232,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,-1,0.04,4.25,0,0,0,1,00460,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,47.83,4.165,0.085,0,0,0,1,00520,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0,1,20.00,1.25,0.125,0,0,0,0,00140,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,27.58,3.25,5.085,0,1,2,1,00369,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,22.00,0.79,0.29,0,1,1,0,00420,283,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,19.33,10.915,0.585,0,1,2,1,00200,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,38.33,4.415,0.125,0,0,0,0,00160,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,29.42,1.25,0.25,0,1,2,1,00400,108,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,22.67,0.75,1.585,0,1,1,1,00400,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,32.25,14.0,0.0,0,1,2,0,00160,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,29.58,4.75,2.0,0,1,1,1,00460,68,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.42,10.415,0.125,1,0,0,0,00120,375,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1,22.17,2.25,0.125,0,0,0,0,00160,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,1,22.67,0.165,2.25,0,0,0,1,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1,0,25.58,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,18.83,0.0,0.665,0,0,0,0,00160,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.58,0.79,0.665,0,0,0,0,00160,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,23.75,12.0,2.085,0,0,0,0,00080,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,22.00,7.835,0.165,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,36.08,2.54,0.0,0,0,0,0,00000,1000,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,29.25,13.0,0.5,0,0,0,0,00228,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,0,19.58,0.665,1.665,0,0,0,0,00220,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.92,1.25,0.25,0,0,0,1,00120,809,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,27.25,0.29,0.125,0,1,1,1,00272,108,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,38.75,1.5,0.0,0,0,0,0,00076,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,32.42,2.165,0.0,0,0,0,0,00120,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
0,0,23.75,0.71,0.25,0,1,1,1,00240,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,18.17,2.46,0.96,0,1,2,1,00160,587,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,40.92,0.5,0.5,0,0,0,1,00130,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,19.50,9.585,0.79,0,0,0,0,00080,350,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,28.58,3.625,0.25,0,0,0,1,00100,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,35.58,0.75,1.5,0,0,0,1,00231,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,34.17,2.75,2.5,0,0,0,1,00232,200,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,-1,33.17,2.25,3.5,0,0,0,1,00200,141,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,31.58,0.75,3.5,0,0,0,1,00320,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,0,52.50,7.0,3.0,0,0,0,0,00000,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,36.17,0.42,0.29,0,0,0,1,00309,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,37.33,2.665,0.165,0,0,0,1,00000,501,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,20.83,8.5,0.165,0,0,0,0,00000,351,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,24.08,9.0,0.25,0,0,0,1,00000,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,25.58,0.335,3.5,0,0,0,1,00340,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,35.17,3.75,0.0,0,1,6,0,00000,200,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,1,48.08,3.75,1.0,0,0,0,0,00100,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,15.83,7.625,0.125,0,1,1,1,00000,160,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,22.50,0.415,0.335,0,0,0,1,00144,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.50,11.5,0.5,1,0,0,1,00100,68,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,23.58,0.83,0.415,0,1,1,1,00200,11,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,21.08,5.0,0.0,0,0,0,0,00000,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,25.67,3.25,2.29,0,1,1,1,00416,21,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,38.92,1.665,0.25,0,0,0,0,00000,390,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,15.75,0.375,1.0,0,0,0,0,00120,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,28.58,3.75,0.25,0,1,1,1,00040,154,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,22.25,9.0,0.085,0,0,0,0,00000,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,29.83,3.5,0.165,0,0,0,0,00216,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,23.50,1.5,0.875,0,0,0,1,00160,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,32.08,4.0,1.5,0,0,0,1,00120,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,31.08,1.5,0.04,0,0,0,0,00160,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,1,31.83,0.04,0.04,0,0,0,0,00000,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,21.75,11.75,0.25,0,0,0,1,00180,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,17.92,0.54,1.75,0,1,1,1,00080,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,30.33,0.5,0.085,0,0,0,1,00252,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,51.83,2.04,1.5,0,0,0,0,00120,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,47.17,5.835,5.5,0,0,0,0,00465,150,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,25.83,12.835,0.5,0,0,0,0,00000,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,50.25,0.835,0.5,0,0,0,1,00240,117,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,-1,29.50,2.0,2.0,0,0,0,0,00256,17,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,37.33,2.5,0.21,0,0,0,0,00260,246,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,41.58,1.04,0.665,0,0,0,0,00240,237,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,0,30.58,10.665,0.085,0,1,12,1,00129,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,19.42,7.25,0.04,0,1,1,0,00100,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,17.92,10.21,0.0,0,0,0,0,00000,50,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,20.08,1.25,0.0,0,0,0,0,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,19.50,0.29,0.29,0,0,0,0,00280,364,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,27.83,1.0,3.0,0,0,0,0,00176,537,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,17.08,3.29,0.335,0,0,0,1,00140,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,36.42,0.75,0.585,0,0,0,0,00240,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,1,40.58,3.29,3.5,0,0,0,1,00400,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,1,21.08,10.085,1.25,0,0,0,0,00260,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,22.67,0.75,2.0,0,1,2,1,00200,394,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0,25.25,13.5,2.0,0,1,1,1,00200,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,1,17.92,0.205,0.04,0,0,0,0,00280,750,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,35.00,3.375,8.29,0,0,0,1,00000,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
